S_No,Location,Zone_Type,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Base_2008_Day_dB,Base_2008_Night_dB,Zone_Category
28,Paschim Vihar,Residential,2021,2,Feb,67.3,59.78,59.39,52.29,High
28,Paschim Vihar,Residential,2021,3,Mar,68.24,60.38,59.39,52.29,High
28,Paschim Vihar,Residential,2021,4,Apr,68.36,60.13,59.39,52.29,High
28,Paschim Vihar,Residential,2021,5,May,69.1,60.81,59.39,52.29,High
28,Paschim Vihar,Residential,2021,6,Jun,68.58,61.2,59.39,52.29,High
28,Paschim Vihar,Residential,2021,7,Jul,69.22,60.73,59.39,52.29,High
28,Paschim Vihar,Residential,2021,8,Aug,68.48,60.66,59.39,52.29,High
28,Paschim Vihar,Residential,2021,9,Sep,67.91,60.3,59.39,52.29,High
28,Paschim Vihar,Residential,2021,10,Oct,67.59,60.75,59.39,52.29,High
28,Paschim Vihar,Residential,2021,11,Nov,67.53,60.64,59.39,52.29,High
28,Paschim Vihar,Residential,2021,12,Dec,67.52,59.83,59.39,52.29,High
28,Paschim Vihar,Residential,2022,1,Jan,69.4,61.3,59.39,52.29,High
28,Paschim Vihar,Residential,2022,2,Feb,70.42,60.74,59.39,52.29,High
28,Paschim Vihar,Residential,2022,3,Mar,70.86,61.89,59.39,52.29,Critical
28,Paschim Vihar,Residential,2022,4,Apr,70.17,61.67,59.39,52.29,High
28,Paschim Vihar,Residential,2022,5,May,71.62,61.91,59.39,52.29,Critical
28,Paschim Vihar,Residential,2022,6,Jun,70.69,62.73,59.39,52.29,Critical
28,Paschim Vihar,Residential,2022,7,Jul,71.09,62.01,59.39,52.29,Critical
28,Paschim Vihar,Residential,2022,8,Aug,70.74,61.78,59.39,52.29,Critical
28,Paschim Vihar,Residential,2022,9,Sep,70.89,62.21,59.39,52.29,Critical
28,Paschim Vihar,Residential,2022,10,Oct,70.86,62.2,59.39,52.29,Critical
28,Paschim Vihar,Residential,2022,11,Nov,71.05,61.79,59.39,52.29,Critical
28,Paschim Vihar,Residential,2022,12,Dec,69.38,61.62,59.39,52.29,High
28,Paschim Vihar,Residential,2023,1,Jan,71.08,61.59,59.39,52.29,Critical
28,Paschim Vihar,Residential,2023,2,Feb,70.31,62.11,59.39,52.29,Critical
28,Paschim Vihar,Residential,2023,3,Mar,70.93,62.0,59.39,52.29,Critical
28,Paschim Vihar,Residential,2023,4,Apr,71.7,63.19,59.39,52.29,Critical
28,Paschim Vihar,Residential,2023,5,May,71.63,62.42,59.39,52.29,Critical
28,Paschim Vihar,Residential,2023,6,Jun,71.13,62.97,59.39,52.29,Critical
28,Paschim Vihar,Residential,2023,7,Jul,71.99,62.93,59.39,52.29,Critical
28,Paschim Vihar,Residential,2023,8,Aug,71.25,62.41,59.39,52.29,Critical
28,Paschim Vihar,Residential,2023,9,Sep,70.61,62.64,59.39,52.29,Critical
28,Paschim Vihar,Residential,2023,10,Oct,71.62,62.13,59.39,52.29,Critical
28,Paschim Vihar,Residential,2023,11,Nov,71.59,62.46,59.39,52.29,Critical
28,Paschim Vihar,Residential,2023,12,Dec,71.01,61.59,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,1,Jan,70.4,62.25,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,2,Feb,71.35,62.93,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,3,Mar,71.93,62.62,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,4,Apr,71.54,63.26,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,5,May,71.86,63.58,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,6,Jun,72.34,63.77,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,7,Jul,72.52,63.15,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,8,Aug,71.74,62.89,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,9,Sep,71.92,62.81,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,10,Oct,71.71,62.94,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,11,Nov,71.68,62.05,59.39,52.29,Critical
28,Paschim Vihar,Residential,2024,12,Dec,71.33,62.1,59.39,52.29,Critical
29,Patel Nagar,Residential,2020,1,Jan,65.04,56.65,59.43,51.33,High
29,Patel Nagar,Residential,2020,2,Feb,64.98,56.85,59.43,51.33,High
29,Patel Nagar,Residential,2020,3,Mar,65.92,58.15,59.43,51.33,High
29,Patel Nagar,Residential,2020,4,Apr,66.29,57.81,59.43,51.33,High
29,Patel Nagar,Residential,2020,5,May,66.96,58.0,59.43,51.33,High
29,Patel Nagar,Residential,2020,6,Jun,66.97,57.8,59.43,51.33,High
29,Patel Nagar,Residential,2020,7,Jul,67.38,58.6,59.43,51.33,High
29,Patel Nagar,Residential,2020,8,Aug,65.83,57.55,59.43,51.33,High
29,Patel Nagar,Residential,2020,9,Sep,66.19,57.37,59.43,51.33,High
29,Patel Nagar,Residential,2020,10,Oct,66.7,57.64,59.43,51.33,High
29,Patel Nagar,Residential,2020,11,Nov,67.07,57.92,59.43,51.33,High
29,Patel Nagar,Residential,2020,12,Dec,65.79,57.57,59.43,51.33,High
29,Patel Nagar,Residential,2021,1,Jan,67.94,58.49,59.43,51.33,High
29,Patel Nagar,Residential,2021,2,Feb,67.37,58.78,59.43,51.33,High
29,Patel Nagar,Residential,2021,3,Mar,68.54,59.1,59.43,51.33,High
29,Patel Nagar,Residential,2021,4,Apr,67.87,59.02,59.43,51.33,High
29,Patel Nagar,Residential,2021,5,May,68.77,59.44,59.43,51.33,High
29,Patel Nagar,Residential,2021,6,Jun,69.79,59.24,59.43,51.33,High
29,Patel Nagar,Residential,2021,7,Jul,69.0,60.01,59.43,51.33,High
29,Patel Nagar,Residential,2021,8,Aug,69.41,59.24,59.43,51.33,High
29,Patel Nagar,Residential,2021,9,Sep,68.5,59.33,59.43,51.33,High
29,Patel Nagar,Residential,2021,10,Oct,68.58,59.33,59.43,51.33,High
29,Patel Nagar,Residential,2021,11,Nov,68.37,58.3,59.43,51.33,High
29,Patel Nagar,Residential,2021,12,Dec,67.97,58.8,59.43,51.33,High
29,Patel Nagar,Residential,2022,1,Jan,69.61,60.87,59.43,51.33,High
29,Patel Nagar,Residential,2022,2,Feb,69.63,60.24,59.43,51.33,High
29,Patel Nagar,Residential,2022,3,Mar,71.2,60.41,59.43,51.33,High
29,Patel Nagar,Residential,2022,4,Apr,70.48,60.82,59.43,51.33,High
29,Patel Nagar,Residential,2022,5,May,71.34,61.12,59.43,51.33,Critical
29,Patel Nagar,Residential,2022,6,Jun,70.68,61.1,59.43,51.33,High
29,Patel Nagar,Residential,2022,7,Jul,70.76,61.14,59.43,51.33,High
29,Patel Nagar,Residential,2022,8,Aug,70.87,61.09,59.43,51.33,High
29,Patel Nagar,Residential,2022,9,Sep,69.79,61.08,59.43,51.33,High
29,Patel Nagar,Residential,2022,10,Oct,70.8,61.38,59.43,51.33,Critical
29,Patel Nagar,Residential,2022,11,Nov,70.58,60.99,59.43,51.33,High
29,Patel Nagar,Residential,2022,12,Dec,70.09,60.76,59.43,51.33,High
29,Patel Nagar,Residential,2023,1,Jan,70.51,60.73,59.43,51.33,High
29,Patel Nagar,Residential,2023,2,Feb,71.41,61.13,59.43,51.33,Critical
29,Patel Nagar,Residential,2023,3,Mar,71.23,60.78,59.43,51.33,Critical
29,Patel Nagar,Residential,2023,4,Apr,70.78,61.45,59.43,51.33,Critical
29,Patel Nagar,Residential,2023,5,May,71.66,61.38,59.43,51.33,Critical
29,Patel Nagar,Residential,2023,6,Jun,71.86,62.24,59.43,51.33,Critical
29,Patel Nagar,Residential,2023,7,Jul,71.88,61.32,59.43,51.33,Critical
29,Patel Nagar,Residential,2023,8,Aug,71.26,61.22,59.43,51.33,Critical
29,Patel Nagar,Residential,2023,9,Sep,70.94,61.14,59.43,51.33,Critical
29,Patel Nagar,Residential,2023,10,Oct,71.11,61.08,59.43,51.33,Critical
29,Patel Nagar,Residential,2023,11,Nov,70.95,60.99,59.43,51.33,High
29,Patel Nagar,Residential,2023,12,Dec,69.33,61.48,59.43,51.33,High
29,Patel Nagar,Residential,2024,1,Jan,71.44,61.05,59.43,51.33,Critical
29,Patel Nagar,Residential,2024,2,Feb,71.21,60.91,59.43,51.33,Critical
29,Patel Nagar,Residential,2024,3,Mar,72.38,62.13,59.43,51.33,Critical
29,Patel Nagar,Residential,2024,4,Apr,72.06,62.07,59.43,51.33,Critical
29,Patel Nagar,Residential,2024,5,May,72.37,61.56,59.43,51.33,Critical
29,Patel Nagar,Residential,2024,6,Jun,72.34,62.2,59.43,51.33,Critical
29,Patel Nagar,Residential,2024,7,Jul,72.12,61.99,59.43,51.33,Critical
29,Patel Nagar,Residential,2024,8,Aug,71.96,61.84,59.43,51.33,Critical
29,Patel Nagar,Residential,2024,9,Sep,71.82,61.34,59.43,51.33,Critical
29,Patel Nagar,Residential,2024,10,Oct,71.71,61.47,59.43,51.33,Critical
29,Patel Nagar,Residential,2024,11,Nov,72.09,60.93,59.43,51.33,Critical
29,Patel Nagar,Residential,2024,12,Dec,71.66,61.68,59.43,51.33,Critical
30,Prehladpur,Residential,2020,1,Jan,68.02,61.66,61.66,55.81,High
30,Prehladpur,Residential,2020,2,Feb,68.2,62.52,61.66,55.81,High
30,Prehladpur,Residential,2020,3,Mar,68.44,62.69,61.66,55.81,High
30,Prehladpur,Residential,2020,4,Apr,69.75,63.24,61.66,55.81,Critical
30,Prehladpur,Residential,2020,5,May,69.07,62.76,61.66,55.81,High
30,Prehladpur,Residential,2020,6,Jun,69.51,63.38,61.66,55.81,Critical
30,Prehladpur,Residential,2020,7,Jul,69.64,63.18,61.66,55.81,Critical
30,Prehladpur,Residential,2020,8,Aug,69.34,63.72,61.66,55.81,Critical
30,Prehladpur,Residential,2020,9,Sep,69.27,62.93,61.66,55.81,Critical
30,Prehladpur,Residential,2020,10,Oct,69.07,63.03,61.66,55.81,Critical
30,Prehladpur,Residential,2020,11,Nov,69.31,62.65,61.66,55.81,High
30,Prehladpur,Residential,2020,12,Dec,68.36,62.56,61.66,55.81,High
30,Prehladpur,Residential,2021,1,Jan,69.94,63.53,61.66,55.81,Critical
30,Prehladpur,Residential,2021,2,Feb,70.47,64.02,61.66,55.81,Critical
30,Prehladpur,Residential,2021,3,Mar,71.04,64.18,61.66,55.81,Critical
30,Prehladpur,Residential,2021,4,Apr,71.63,64.28,61.66,55.81,Critical
30,Prehladpur,Residential,2021,5,May,72.12,64.22,61.66,55.81,Critical
30,Prehladpur,Residential,2021,6,Jun,71.81,65.08,61.66,55.81,Critical
30,Prehladpur,Residential,2021,7,Jul,71.12,64.97,61.66,55.81,Critical
30,Prehladpur,Residential,2021,8,Aug,71.65,63.97,61.66,55.81,Critical
30,Prehladpur,Residential,2021,9,Sep,71.14,63.69,61.66,55.81,Critical
30,Prehladpur,Residential,2021,10,Oct,70.75,65.13,61.66,55.81,Critical
30,Prehladpur,Residential,2021,11,Nov,70.61,63.99,61.66,55.81,Critical
30,Prehladpur,Residential,2021,12,Dec,70.26,64.66,61.66,55.81,Critical
30,Prehladpur,Residential,2022,1,Jan,71.61,65.22,61.66,55.81,Critical
30,Prehladpur,Residential,2022,2,Feb,73.14,66.2,61.66,55.81,Critical
30,Prehladpur,Residential,2022,3,Mar,73.0,65.57,61.66,55.81,Critical
30,Prehladpur,Residential,2022,4,Apr,74.18,66.62,61.66,55.81,Critical
30,Prehladpur,Residential,2022,5,May,73.91,66.1,61.66,55.81,Critical
30,Prehladpur,Residential,2022,6,Jun,73.82,66.49,61.66,55.81,Critical
30,Prehladpur,Residential,2022,7,Jul,73.77,66.88,61.66,55.81,Critical
30,Prehladpur,Residential,2022,8,Aug,73.69,65.92,61.66,55.81,Critical
30,Prehladpur,Residential,2022,9,Sep,73.69,66.13,61.66,55.81,Critical
30,Prehladpur,Residential,2022,10,Oct,73.61,66.68,61.66,55.81,Critical
30,Prehladpur,Residential,2022,11,Nov,72.6,65.93,61.66,55.81,Critical
30,Prehladpur,Residential,2022,12,Dec,72.33,65.17,61.66,55.81,Critical
30,Prehladpur,Residential,2023,1,Jan,73.08,66.79,61.66,55.81,Critical
30,Prehladpur,Residential,2023,2,Feb,72.4,66.13,61.66,55.81,Critical
30,Prehladpur,Residential,2023,3,Mar,73.9,66.48,61.66,55.81,Critical
30,Prehladpur,Residential,2023,4,Apr,73.89,66.25,61.66,55.81,Critical
30,Prehladpur,Residential,2023,5,May,74.33,66.61,61.66,55.81,Critical
30,Prehladpur,Residential,2023,6,Jun,73.56,67.4,61.66,55.81,Critical
30,Prehladpur,Residential,2023,7,Jul,74.62,66.96,61.66,55.81,Critical
30,Prehladpur,Residential,2023,8,Aug,74.03,67.06,61.66,55.81,Critical
30,Prehladpur,Residential,2023,9,Sep,73.83,66.81,61.66,55.81,Critical
30,Prehladpur,Residential,2023,10,Oct,73.82,67.13,61.66,55.81,Critical
30,Prehladpur,Residential,2023,11,Nov,73.77,66.5,61.66,55.81,Critical
30,Prehladpur,Residential,2023,12,Dec,72.63,66.23,61.66,55.81,Critical
30,Prehladpur,Residential,2024,1,Jan,73.31,66.25,61.66,55.81,Critical
30,Prehladpur,Residential,2024,2,Feb,73.51,66.22,61.66,55.81,Critical
30,Prehladpur,Residential,2024,3,Mar,75.19,67.24,61.66,55.81,Critical
30,Prehladpur,Residential,2024,4,Apr,75.41,66.67,61.66,55.81,Critical
30,Prehladpur,Residential,2024,5,May,74.97,66.85,61.66,55.81,Critical
30,Prehladpur,Residential,2024,6,Jun,74.86,67.16,61.66,55.81,Critical
30,Prehladpur,Residential,2024,7,Jul,75.44,67.22,61.66,55.81,Critical
30,Prehladpur,Residential,2024,8,Aug,75.07,67.32,61.66,55.81,Critical
30,Prehladpur,Residential,2024,9,Sep,75.36,66.5,61.66,55.81,Critical
30,Prehladpur,Residential,2024,10,Oct,75.14,67.48,61.66,55.81,Critical
30,Prehladpur,Residential,2024,11,Nov,73.95,67.14,61.66,55.81,Critical
30,Prehladpur,Residential,2024,12,Dec,73.97,66.47,61.66,55.81,Critical
31,R.K. Puram,Residential,2020,1,Jan,66.38,60.24,60.45,54.12,High
31,R.K. Puram,Residential,2020,2,Feb,67.73,60.56,60.45,54.12,High
31,R.K. Puram,Residential,2020,3,Mar,67.72,60.62,60.45,54.12,High
31,R.K. Puram,Residential,2020,4,Apr,67.4,61.38,60.45,54.12,High
31,R.K. Puram,Residential,2020,5,May,67.47,61.14,60.45,54.12,High
31,R.K. Puram,Residential,2020,6,Jun,68.22,61.49,60.45,54.12,High
31,R.K. Puram,Residential,2020,7,Jul,67.94,61.48,60.45,54.12,High
31,R.K. Puram,Residential,2020,8,Aug,67.99,61.38,60.45,54.12,High
31,R.K. Puram,Residential,2020,9,Sep,67.12,60.87,60.45,54.12,High
31,R.K. Puram,Residential,2020,10,Oct,68.19,61.43,60.45,54.12,High
31,R.K. Puram,Residential,2020,11,Nov,66.86,60.97,60.45,54.12,High
31,R.K. Puram,Residential,2020,12,Dec,66.12,60.57,60.45,54.12,High
31,R.K. Puram,Residential,2021,1,Jan,69.47,61.68,60.45,54.12,High
31,R.K. Puram,Residential,2021,2,Feb,68.58,62.29,60.45,54.12,High
31,R.K. Puram,Residential,2021,3,Mar,68.79,62.17,60.45,54.12,High
31,R.K. Puram,Residential,2021,4,Apr,69.95,62.37,60.45,54.12,Critical
31,R.K. Puram,Residential,2021,5,May,69.92,62.98,60.45,54.12,Critical
31,R.K. Puram,Residential,2021,6,Jun,70.38,63.04,60.45,54.12,Critical
31,R.K. Puram,Residential,2021,7,Jul,69.87,62.97,60.45,54.12,Critical
31,R.K. Puram,Residential,2021,8,Aug,69.66,62.8,60.45,54.12,Critical
31,R.K. Puram,Residential,2021,9,Sep,69.31,62.41,60.45,54.12,High
31,R.K. Puram,Residential,2021,10,Oct,69.31,62.65,60.45,54.12,High
31,R.K. Puram,Residential,2021,11,Nov,69.09,62.03,60.45,54.12,High
31,R.K. Puram,Residential,2021,12,Dec,69.01,62.12,60.45,54.12,High
31,R.K. Puram,Residential,2022,1,Jan,71.22,63.43,60.45,54.12,Critical
31,R.K. Puram,Residential,2022,2,Feb,71.27,63.83,60.45,54.12,Critical
31,R.K. Puram,Residential,2022,3,Mar,71.79,63.71,60.45,54.12,Critical
31,R.K. Puram,Residential,2022,4,Apr,71.97,64.27,60.45,54.12,Critical
31,R.K. Puram,Residential,2022,5,May,72.21,63.73,60.45,54.12,Critical
31,R.K. Puram,Residential,2022,6,Jun,72.47,65.22,60.45,54.12,Critical
31,R.K. Puram,Residential,2022,7,Jul,72.07,64.24,60.45,54.12,Critical
31,R.K. Puram,Residential,2022,8,Aug,72.06,64.35,60.45,54.12,Critical
31,R.K. Puram,Residential,2022,9,Sep,72.19,63.68,60.45,54.12,Critical
31,R.K. Puram,Residential,2022,10,Oct,72.2,64.44,60.45,54.12,Critical
31,R.K. Puram,Residential,2022,11,Nov,71.55,64.06,60.45,54.12,Critical
31,R.K. Puram,Residential,2022,12,Dec,71.52,63.92,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,1,Jan,71.05,64.31,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,2,Feb,71.68,64.18,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,3,Mar,72.24,64.41,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,4,Apr,72.99,64.63,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,5,May,72.36,64.74,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,6,Jun,73.08,65.43,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,7,Jul,73.05,64.7,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,8,Aug,73.5,64.84,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,9,Sep,72.82,64.51,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,10,Oct,72.72,65.01,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,11,Nov,72.7,64.78,60.45,54.12,Critical
31,R.K. Puram,Residential,2023,12,Dec,72.06,64.07,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,1,Jan,71.98,64.56,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,2,Feb,72.78,64.49,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,3,Mar,73.34,65.3,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,4,Apr,72.84,64.81,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,5,May,73.45,65.35,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,6,Jun,73.5,65.87,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,7,Jul,73.68,65.37,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,8,Aug,72.64,64.77,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,9,Sep,73.12,64.32,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,10,Oct,73.62,65.11,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,11,Nov,74.21,65.55,60.45,54.12,Critical
31,R.K. Puram,Residential,2024,12,Dec,72.34,64.53,60.45,54.12,Critical
32,Rajpura Road,Residential,2020,1,Jan,67.87,59.17,61.1,52.6,High
32,Rajpura Road,Residential,2020,2,Feb,67.01,58.22,61.1,52.6,High
32,Rajpura Road,Residential,2020,3,Mar,67.92,59.23,61.1,52.6,High
32,Rajpura Road,Residential,2020,4,Apr,68.67,59.58,61.1,52.6,High
32,Rajpura Road,Residential,2020,5,May,68.29,58.77,61.1,52.6,High
32,Rajpura Road,Residential,2020,6,Jun,69.31,59.41,61.1,52.6,High
32,Rajpura Road,Residential,2020,7,Jul,67.96,59.6,61.1,52.6,High
32,Rajpura Road,Residential,2020,8,Aug,68.79,59.32,61.1,52.6,High
32,Rajpura Road,Residential,2020,9,Sep,68.09,59.11,61.1,52.6,High
32,Rajpura Road,Residential,2020,10,Oct,68.32,58.96,61.1,52.6,High
32,Rajpura Road,Residential,2020,11,Nov,67.88,59.22,61.1,52.6,High
32,Rajpura Road,Residential,2020,12,Dec,67.8,58.81,61.1,52.6,High
32,Rajpura Road,Residential,2021,1,Jan,69.07,60.11,61.1,52.6,High
32,Rajpura Road,Residential,2021,2,Feb,68.8,60.31,61.1,52.6,High
32,Rajpura Road,Residential,2021,3,Mar,70.74,60.12,61.1,52.6,High
32,Rajpura Road,Residential,2021,4,Apr,70.24,60.86,61.1,52.6,High
32,Rajpura Road,Residential,2021,5,May,71.27,60.83,61.1,52.6,Critical
32,Rajpura Road,Residential,2021,6,Jun,70.69,60.57,61.1,52.6,High
32,Rajpura Road,Residential,2021,7,Jul,70.81,61.67,61.1,52.6,Critical
32,Rajpura Road,Residential,2021,8,Aug,70.58,60.85,61.1,52.6,High
32,Rajpura Road,Residential,2021,9,Sep,70.4,60.66,61.1,52.6,High
32,Rajpura Road,Residential,2021,10,Oct,70.14,61.11,61.1,52.6,High
32,Rajpura Road,Residential,2021,11,Nov,70.26,60.57,61.1,52.6,High
32,Rajpura Road,Residential,2021,12,Dec,69.28,60.65,61.1,52.6,High
32,Rajpura Road,Residential,2022,1,Jan,71.94,61.59,61.1,52.6,Critical
32,Rajpura Road,Residential,2022,2,Feb,72.27,61.71,61.1,52.6,Critical
32,Rajpura Road,Residential,2022,3,Mar,72.06,61.93,61.1,52.6,Critical
32,Rajpura Road,Residential,2022,4,Apr,71.96,62.5,61.1,52.6,Critical
32,Rajpura Road,Residential,2022,5,May,72.24,62.19,61.1,52.6,Critical
32,Rajpura Road,Residential,2022,6,Jun,72.34,62.73,61.1,52.6,Critical
32,Rajpura Road,Residential,2022,7,Jul,72.91,62.56,61.1,52.6,Critical
32,Rajpura Road,Residential,2022,8,Aug,72.25,62.11,61.1,52.6,Critical
32,Rajpura Road,Residential,2022,9,Sep,72.66,62.09,61.1,52.6,Critical
32,Rajpura Road,Residential,2022,10,Oct,72.8,62.19,61.1,52.6,Critical
32,Rajpura Road,Residential,2022,11,Nov,72.44,62.55,61.1,52.6,Critical
32,Rajpura Road,Residential,2022,12,Dec,72.1,61.74,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,1,Jan,72.37,62.19,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,2,Feb,72.47,62.26,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,3,Mar,72.9,62.72,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,4,Apr,72.87,62.56,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,5,May,73.01,62.58,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,6,Jun,73.28,63.31,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,7,Jul,73.21,63.31,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,8,Aug,73.28,62.37,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,9,Sep,73.33,63.0,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,10,Oct,72.87,63.09,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,11,Nov,72.63,62.69,61.1,52.6,Critical
32,Rajpura Road,Residential,2023,12,Dec,71.96,61.82,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,1,Jan,72.82,62.62,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,2,Feb,73.01,62.4,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,3,Mar,73.51,63.14,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,4,Apr,73.95,63.31,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,5,May,74.0,63.81,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,6,Jun,74.0,63.81,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,7,Jul,74.74,63.7,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,8,Aug,73.89,63.2,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,9,Sep,74.18,62.73,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,10,Oct,73.58,63.24,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,11,Nov,74.17,63.17,61.1,52.6,Critical
32,Rajpura Road,Residential,2024,12,Dec,72.78,62.67,61.1,52.6,Critical
33,Rana Pratap Bagh,Residential,2020,1,Jan,67.44,58.35,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2020,2,Feb,68.28,58.25,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2020,3,Mar,69.03,59.21,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2020,4,Apr,69.13,59.02,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2020,5,May,68.93,58.93,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2020,6,Jun,68.98,59.71,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2020,7,Jul,69.51,59.13,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2020,8,Aug,68.54,59.21,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2020,9,Sep,67.93,59.24,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2020,10,Oct,68.4,59.2,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2020,11,Nov,68.21,58.72,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2020,12,Dec,67.89,58.6,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2021,1,Jan,69.54,59.84,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2021,2,Feb,70.02,60.66,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2021,3,Mar,70.45,60.76,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2021,4,Apr,70.13,60.71,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2021,5,May,70.55,60.42,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2021,6,Jun,70.89,61.42,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2021,7,Jul,71.37,61.03,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2021,8,Aug,70.08,60.7,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2021,9,Sep,70.61,60.61,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2021,10,Oct,69.95,60.49,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2021,11,Nov,70.36,60.62,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2021,12,Dec,69.01,60.11,61.29,52.51,High
33,Rana Pratap Bagh,Residential,2022,1,Jan,71.95,61.91,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2022,2,Feb,72.37,61.93,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2022,3,Mar,72.27,61.49,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2022,4,Apr,72.73,62.56,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2022,5,May,73.75,62.67,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2022,6,Jun,73.56,62.77,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2022,7,Jul,72.97,62.52,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2022,8,Aug,73.56,62.08,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2022,9,Sep,73.34,62.06,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2022,10,Oct,73.42,61.94,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2022,11,Nov,72.82,61.84,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2022,12,Dec,71.52,61.83,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2023,1,Jan,72.89,61.91,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2023,2,Feb,72.09,62.23,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2023,3,Mar,73.16,62.72,61.29,52.51,Critical
33,Rana Pratap Bagh,Residential,2023,4,Apr,73.87,62.74,61.29,52.51,Critical
